Id_producto,Producto,Laboratorio,Clasificacion
6269,underan-mupirocina-2-unguento-15-gr,SAVAL,respiratorio
262263,serevent-lf-salmeterol-25-mcg-inhalador-bucal-120-dosis,GLAXO FARMA,respiratorio
268502,sterimar-hypertonic-agua-de-mar-hipertonica-spray-nasal-100-ml,VARIOS ESPECIFICOS,respiratorio
60141,seretide-disk.50500-salmeterol-50-mcg-inhalador-bucal-60-dosis,GLAXO FARMA,respiratorio
6051,elixine-lentocap.-teofilina-300-mg-20-capsulas,SAVAL,respiratorio
6114,elixine-lentocap.-teofilina-250-mg-20-capsulas,SAVAL,respiratorio
6387,cloval-forte-clobutinol-40-mg5ml-jarabe-120-ml,SAVAL,respiratorio
199157,oxolamina-adulto-oxolamina-50-mg-5-ml-jarabe-100-ml,GENERICOS VARIOS,respiratorio
259484,broncatox-levodropropizina-60-mg-10-ml-jarabe-120-ml,SAVAL,respiratorio
111092,claragine-cloruro-cetilpiridinio-25-mg-16-comprimidos%C2%A0,PRATER,respiratorio
259801,asventol-montelukast-4-mg-30-comprimidos,CHILE RECETARIO,respiratorio
104023,fesema-lf-salbutamol-100-mcgds-inhalador-bucal-200-dosis,ETEX,respiratorio
15111,fucidin-intertul-fusidato-de-sodio-15-gr-1-parche,DEUTSCHE PHARMA,respiratorio
256479,broncot-forte-gft-ambroxol-30-mg5ml-jarabe-120-ml,RECALCINE,respiratorio
260646,broncard-levodropropizina-60-mg-solucion-oral-15-ml,LABOMED,respiratorio
59174,lavasept-triclosan-03-jabon-pan-90-gr,FARMOQUIMICA,respiratorio
253080,symbicort-turbuhaler-budesonida--320-mcg-inhalador-bucal-60-dosis,ASTRAZENECA,respiratorio
271202,acemuk-n-acetilcisteina-2-gr-polvo-para-solucion-oral-40-gr,DEUTSCHE PHARMA,respiratorio
268913,salbutamol-05-solucion-para-nebulizacion-20-ml,GENERICOS VARIOS,respiratorio
293727,brexovent-lf-fluticasona-propionato-50-mcg-inhalador-bucal-120-dosis,ETEX,respiratorio
197027,singulair-montelukast-5-mg-30-comprimidos-masticable,SANFER,respiratorio
252595,rinokid-cloruro-de-sodio-3-solucion-nasal-25-ml,D &amp; M PHARMA,respiratorio
78014,atrovent-bromuro-de-ipratropio-0025-solucion-para-inhalacion-20-ml,BOEHRINGER INGELHEIM,respiratorio
265617,bromex-sf-salmeterol-25-mcg-inhalador-bucal-120-dosis,CHILE RECETARIO,respiratorio
265286,nicorette-freshmint-nicotina-4-mg-30-comprimidos-masticables,JOHNSON OTC,respiratorio
78112,bisolvon-forte-bromhexina-8-mg-5-ml-jarabe-120-ml,SANOFI CHC,respiratorio
287498,brokast-levodropropizina-60-mg10ml-solucion-oral-120-ml,PASTEUR,respiratorio
255790,seretide-salmeterol-25-mcg-inhalador-bucal-120-dosis,GLAXO FARMA,respiratorio
265570,relvar-ellipta-fluticasona-furoato-200-mcg-inhalador-bucal-30-dosis,GLAXO FARMA,respiratorio
268296,rinitek-mometasona-50-mcg-suspension-nasal-200-dosis,RECALCINE,respiratorio
259113,codetol-pm-codeina-10-mg5ml-jarabe-120-ml,CHILE RECETARIO,respiratorio
199090,pomada-alcanforada-alcanfor-10-unguento-25-gr,GENERICOS OFICINALES,respiratorio
41074,fisiolimp-cloruro-de-sodio-09-solucion-nasal-50-ml,PASTEUR,respiratorio
295828,sanimar-agua-de-mar-spray-nasal-30-ml,SANITAS,respiratorio
290671,neumocortplus-10045-budesonida--160-mcg-inhalador-bucal-150-dosis,D &amp; M PHARMA,respiratorio
197049,singulair-montelukast-4-mg-30-comprimidos,SANFER,respiratorio
259374,vannair-8045-budesonida--45-mcg-inhalador-bucal-120-dosis,ASTRAZENECA,respiratorio
67343,gutron-midodrina-5-mg-10-comprimidos,SILESIA ETICO,respiratorio
290594,duoresp-spiromax-budesonida--320-mcg-inhalador-bucal-60-dosis,CHILE RECETARIO,respiratorio
4081,broncot-ambroxol-75-mgml-gotas-30-ml,RECALCINE,respiratorio
13152,pancrit-cloruro-cetilpiridinio-25-mg-10-comprimidos,ANDROMACO OTC,respiratorio
266925,fluticort-fluticasona-propionato-125-mcgds-inhalador-bucal-120-dosis,D &amp; M PHARMA,respiratorio
273914,salflutop-10050-salmeterol-50-mcg-60-capsulas-inhalada,ITF FARMA,respiratorio
257185,avamys-fluticasona-furoato-275-mcgds-suspension-para-nebulizacion-nasal-120-dosis,GLAXO FARMA,respiratorio
104025,brexovent-lf-fluticasona-propionato-125-mcgds-inhalador-bucal-120-dosis,ETEX,respiratorio
271005,mentholatum-lata-mentol-1.35-unguento-12-gr,MENTHOLATUM,respiratorio
269509,brondilat-montelukast-4-mg-30-comprimidos-masticables,RECALCINE,respiratorio
250866,aurituss-salmeterol-25-mcg-inhalador-bucal-120-dosis,RECALCINE,respiratorio
262866,asmavent-sf-salbutamol-100-mcgdosis-inhalador-bucal-200-dosis,MINTLAB,respiratorio
12061,brontal-pediatrico-clofenadiol-7-mg5ml-jarabe-100-ml,SANITAS,respiratorio
270887,monez-spray-mometasona-furoato-50-mcgds-spray-nasal-140-dosis,CHILE RECETARIO,respiratorio
269749,alcolex-cloruro-de-benzoxonio-01-solucion-topica-200-ml,ALPES CHEMIE,respiratorio
271152,mupicil-mupirocina-2-unguento-15-gr,D &amp; M PHARMA,respiratorio
286987,mupax-mupirocina-2-unguento-75-gr,RAFFO,respiratorio
261662,champix-vareniclina-1-mg-112-comprimidos-recubierto,PFIZER ETICO,respiratorio
263359,influmix-ipratropio-bromuro-20-mcg-inhalador-bucal-200-dosis,RECALCINE,respiratorio
287000,dimuxon-mometasona-furoato-005-suspension-nasal-18-ml,RAFFO,respiratorio
276011,sterimar-infantil-agua-de-mar-hipertonica-spray-nasal-50-ml,VARIOS ESPECIFICOS,respiratorio
262635,neumocort-hfa-budesonida-200-mcgds-inhalador-bucal-200-dosis,D &amp; M PHARMA,respiratorio
111094,tocalm-pediatrico-ambroxol-15-mg5ml-jarabe-100-ml,PRATER,respiratorio
197055,singulair--montelukast-4-mg-granulado-30-sobres,SANFER,respiratorio
266163,ultibro-breezhaler-indacaterol-110-mcg-30-capsulas-inhalada,NOVARTIS ETICO,respiratorio
272006,suavicort-mometasona-furoato-50-mcg-suspension-nasal-150-dosis,D &amp; M PHARMA,respiratorio
60150,aerolin-lf-salbutamol-100-mcg-ds-inhalador-bucal-200-dosis,GLAXO FARMA,respiratorio
268644,nasonex--mometasona-furoato-50-mcgds-suspension-nasal-280-dosis,SANFER,respiratorio
270911,aviatus-levodropropizina-30-mg5ml-jarabe-120-ml,PRATER,respiratorio
4583,flemex-jat-forte-codeina-10-mg5ml-jarabe-120-ml,RECALCINE,respiratorio
263287,herolan-sf-beclometasona-50-mcg-inhalador-bucal-200-dosis,CHILE MARCAS,respiratorio
41003,agua-del-carmen-melisa-0113-mg-gotas-40-ml,PASTEUR,sistema-nervioso
158049,melipass-melissa-1275-mg-passiflora-1275-mg-60-capsulas,KNOP NATURAL,sistema-nervioso
263332,armonyl-ext.valeriana-100-mg-20-comprimidos-recubierto,MAVER,sistema-nervioso
268069,armonyl-noche-con-manzanilla-passoflora-incarnata-50-mg-20-comprimidos-recubiertos,MAVER,sistema-nervioso
251035,sucedal-zolpidem-10-mg-30-comprimidos-recubierto,PHARMA INVESTI,sistema-nervioso
255289,biopsol-pramipexol-025-mg-30-comprimidos,RECALCINE,sistema-nervioso
272775,amato-topiramato-100-mg-60-comprimidos,EUROFARMA,sistema-nervioso
264352,subelan-xr-venlafaxina-75-mg-30-capsulas-liberacion-prolongada,EXELTIS,sistema-nervioso
271774,daksol-50-lamotrigina-50-mg-28-comprimidos,EXELTIS,sistema-nervioso
254194,goval-risperidona-3-mg-30-comprimidos,PHARMA INVESTI,sistema-nervioso
254063,azymol-aripiprazol-10-mg-30-comprimidos,RECALCINE,sistema-nervioso
251018,ritmenal-gabapentina-400-mg-30-capsulas,SANITAS,sistema-nervioso
251017,ritmenal-gabapentina-300-mg-30-capsulas,SANITAS,sistema-nervioso
271777,seronex-sertralina-100-mg-30-comprimidos-recubiertos,EXELTIS,sistema-nervioso
6392,somno-zolpidem-5-mg-30-comprimidos,SAVAL,sistema-nervioso
87003,dominium-fluoxetina-20-mg-30-comprimidos,TECNOFARMA,sistema-nervioso
6187,actan-fluoxetina-20-mg-30-capsulas,SAVAL,sistema-nervioso
268371,gofyl-quetiapina-200-mg-30-comprimidos-recubierto,AXON,sistema-nervioso
271775,daksol-lamotrigina-100-mg-28-comprimidos,EXELTIS,sistema-nervioso
272236,olanzyl-olanzapina-5-mg-28-comprimidos,AXON,sistema-nervioso
294137,praxis-pramipexol-075-mg-30-comprimidos,EUROFARMA,sistema-nervioso
4564,lafigin-lamotrigina-100-mg-30-comprimidos,RECALCINE,sistema-nervioso
4609,ciblex-mirtazapina-30-mg-30-comprimidos-recubierto,RECALCINE,sistema-nervioso
4614,valpax-clonazepam-1-mg-30-comprimidos,RECALCINE,sistema-nervioso
4688,ipran-escitalopram-20-mg-30-comprimidos-recubierto,RECALCINE,sistema-nervioso
266045,clauter-cilostazol-100-mg-30-comprimidos,TECNOFARMA,sistema-nervioso
268690,prestat-pregabalina-75-mg-40-comprimidos,BAGO,sistema-nervioso
271611,quetium-quetiapina-100-mg-30-comprimidos,SAVAL,sistema-nervioso
199264,alprazolam-05-mg-bioequivalente-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
288818,divalprex-250-acido-valproico-250-mg-50-comprimidos,GADOR PHARMA,sistema-nervioso
286081,divalprex-500-acido-valproico-500-mg-50-comprimidos,GADOR PHARMA,sistema-nervioso
260638,trigilab-lamotrigina-100-mg-30-comprimidos,INTERPHARMA,sistema-nervioso
271773,daksol-25-lamotrigina-25-mg-28-comprimidos,EXELTIS,sistema-nervioso
274243,levevitae-levetiracetam-500-mg-30-comprimidos,GALENICUM,sistema-nervioso
286726,sulpilan-sulpirida-50-mg-60-capsulas,LABOMED,sistema-nervioso
254193,goval-risperidona-1-mg-30-comprimidos,PHARMA INVESTI,sistema-nervioso
254735,celtium-escitalopram-20-mg-30-comprimidos-recubierto,SAVAL,sistema-nervioso
252427,ectiban-escitalopram-10-mg-30-comprimidos-recubiertos,CHILE MARCAS,sistema-nervioso
252501,citalopram-20-mg-30-comprimidos-recubiertos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
253030,sertac-sertralina-50-mg-30-comprimidos,ANDROMACO ETICO,sistema-nervioso
273365,sertralina-50-mg-30-comprimidos-genericos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
87075,dominium-fluoxetina-20-mg-60-comprimidos,TECNOFARMA,sistema-nervioso
4656,toprel-topiramato-100-mg-30-comprimidos,RECALCINE,sistema-nervioso
15473,traviata-paroxetina-20-mg-30-comprimidos,ANDROMACO ETICO,sistema-nervioso
179181,depurol-retard-venlafaxina-375-mg-20-capsulas,ROYAL PHARMA,sistema-nervioso
4585,eleval-sertralina-100-mg-30-comprimidos-recubierto,RECALCINE,sistema-nervioso
4687,ipran-escitalopram-10-mg-30-comprimidos-recubiertos,RECALCINE,sistema-nervioso
273314,quetiazic-quetiapina-25-mg-60-comprimidos-recubierto,TECNOFARMA,sistema-nervioso
277179,prestat-pregabalina-50-mg-40-comprimidos,BAGO,sistema-nervioso
292645,rsp-risperidona-3-mg-30-comprimidos,EUROFARMA,sistema-nervioso
24166,microser-betahistina-8-mg-30-comprimidos,GRUNENTHAL,sistema-nervioso
15493,tradox-lamotrigina-25-mg-30-comprimidos,ANDROMACO ETICO,sistema-nervioso
276309,fluoxetina-20-mg-20-comprimidos-genericos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
270925,pregastar-pregabalina-75-mg-28-capsulas,NOVARTIS ETICO,sistema-nervioso
260801,kredit-levetiracetam-1000-mg-30-comprimidos-recubierto,ROYAL PHARMA,sistema-nervioso
266448,olanzyl-olanzapina-10-mg-28-comprimidos-recubierto,AXON,sistema-nervioso
276339,plenitex-pregabalina-150-mg-30-capsulas,RAFFO,sistema-nervioso
258542,amulsin-olanzapina-10-mg-30-comprimidos-recubierto,SANITAS,sistema-nervioso
262420,parmital-pramipexol-025-mg-30-comprimidos,TECNOFARMA,sistema-nervioso
256671,quetidin-quetiapina-300-mg-30-comprimidos,RECALCINE,sistema-nervioso
257092,quetiazic-quetiapina-25-mg-30-comprimidos-recubierto,TECNOFARMA,sistema-nervioso
257275,istefral-sulpirida-50-mg-30-capsulas,MINTLAB,sistema-nervioso
253029,sertac-sertralina-100-mg-30-comprimidos-recubiertos,ANDROMACO ETICO,sistema-nervioso
6341,deprax-sertralina-50-mg-30-comprimidos-recubierto,SAVAL,sistema-nervioso
6393,somno-zolpidem-10-mg-30-comprimidos-recubierto,SAVAL,sistema-nervioso
6188,actan-fluoxetina-20-mg-60-capsulas,SAVAL,sistema-nervioso
6125,adax-alprazolam-1-mg-30-comprimidos,SAVAL,sistema-nervioso
1188,sostac-fluoxetina-20-mg-60-comprimidos,CHILE RECETARIO,sistema-nervioso
266800,azymol-aripiprazol-5-mg-30-comprimidos,RECALCINE,sistema-nervioso
285992,topivitae-topiramato-100-mg-28-comprimidos,GALENICUM,sistema-nervioso
275390,ebantina-memantina-10-mg-30-comprimidos,RAFFO,sistema-nervioso
4296,seretran-paroxetina-20-mg-30-comprimidos,RECALCINE,sistema-nervioso
4376,valpax-clonazepam-05-mg-30-comprimidos-ranurados,RECALCINE,sistema-nervioso
4560,lafigin-lamotrigina-25-mg-30-comprimidos,RECALCINE,sistema-nervioso
266458,rispyl-risperidona-1-mg-20-comprimidos-recubierto,AXON,sistema-nervioso
272129,bio-mood-topiramato-25-mg-30-comprimidos-recubiertos,SAVAL,sistema-nervioso
274262,letico-lamotrigina-50-mg-30-comprimidos,EUROFARMA,sistema-nervioso
2140,diazepam-10-mg-20-comprimidos-lch,GENERICOS BIOEQUIVALENTES,sistema-nervioso
261741,microser-betahistina-16-mg-30-comprimidos,GRUNENTHAL,sistema-nervioso
15456,spiron-risperidona-1-mg-60-comprimidos,ANDROMACO ETICO,sistema-nervioso
12162,clozanil-clonazepam-2-mg-30-comprimidos,SANITAS,sistema-nervioso
275994,eufrenim-quetiapina-100-mg-30-comprimidos-recubierto,NOVARTIS ETICO,sistema-nervioso
276848,ebantina-memantina-10-mg-60-comprimidos,RAFFO,sistema-nervioso
268689,prestat-pregabalina-150-mg-40-comprimidos,BAGO,sistema-nervioso
274261,letico-lamotrigina-25-mg-30-comprimidos,EUROFARMA,sistema-nervioso
264014,quetkare-quetiapina-100-mg-30-comprimidos,DR REDDYS,sistema-nervioso
260800,kredit-levetiracetam-500-mg-30-comprimidos,ROYAL PHARMA,sistema-nervioso
255359,topictal-topiramato-100-mg-28-comprimidos,TECNOFARMA,sistema-nervioso
251497,celtium-escitalopram-10-mg-30-comprimidos-recubiertos,SAVAL,sistema-nervioso
271776,seronex-sertralina-50-mg-30-comprimidos-recubiertoss,EXELTIS,sistema-nervioso
272742,subelan-xr-venlafaxina-375-mg-30-capsulas-liberacion-prolongada,EXELTIS,sistema-nervioso
6345,deprax-sertralina-100-mg-30-comprimidos,SAVAL,sistema-nervioso
9174,neuryl-clonazepam-2-mg-30-comprimidos-triranurados,BAGO,sistema-nervioso
4706,kopodex-levetiracetam-500-mg-30-comprimidos,RECALCINE,sistema-nervioso
285993,topivitae-topiramato-50-mg-28-comprimidos,GALENICUM,sistema-nervioso
294136,praxis-pramipexol-0375-mg-30-comprimidos,EUROFARMA,sistema-nervioso
4652,quetidin-quetiapina-100-mg-30-comprimidos-recubierto,RECALCINE,sistema-nervioso
4653,quetidin-quetiapina-200-mg-30-comprimidos,RECALCINE,sistema-nervioso
274405,nezel-xr-venlafaxina-75-mg-30-capsulas-liberacion-prolongada,MINTLAB,sistema-nervioso
276371,sedoran-sertralina-100-mg-30-comprimidos,RAFFO,sistema-nervioso
288622,arotex-paroxetina-20-mg-30-comprimidos,RAFFO,sistema-nervioso
292437,memanvitae-memantina-10-mg-56-comprimidos-recubierto,GALENICUM,sistema-nervioso
15499,evimal-donepecilo-clorhidrato-10-mg-30-comprimidos,ANDROMACO ETICO,sistema-nervioso
15510,spiron-risperidona-1-mg-30-comprimidos-recubierto,ANDROMACO ETICO,sistema-nervioso
2169,lorazepam-2-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
254454,pregobin-pregabalina-75-mg-30-capsulas,RECALCINE,sistema-nervioso
254453,pregobin-pregabalina-150-mg-30-capsulas,RECALCINE,sistema-nervioso
260014,gofyl-quetiapina-25-mg-30-comprimidos-recubiertos,AXON,sistema-nervioso
250520,losopil-zopiclona-75-mg-30-comprimidos,MEDIPHARM,sistema-nervioso
266312,celtium-escitalopram-10-mg-60-comprimidos-recubierto,SAVAL,sistema-nervioso
87139,somnil-zolpidem-10-mg-30-comprimidos,TECNOFARMA,sistema-nervioso
9173,neuryl-clonazepam-05-mg-30-comprimidos,BAGO,sistema-nervioso
1027,sostac-fluoxetina-20-mg-30-comprimidos,CHILE RECETARIO,sistema-nervioso
1415,ausentron-clomipramina-25-mg-30-comprimidos,CHILE RECETARIO,sistema-nervioso
275394,betina-betahistina-16-mg-30-comprimidos,EUROFARMA,sistema-nervioso
285994,topivitae-topiramato-25-mg-28-comprimidos,GALENICUM,sistema-nervioso
272593,amato-topiramato-50-mg-60-comprimidos,EUROFARMA,sistema-nervioso
255360,topictal-topiramato-50-mg-28-comprimidos,TECNOFARMA,sistema-nervioso
266449,risperidona-3-mg-20-comprimidos,AXON,sistema-nervioso
294138,praxis-pramipexol-15-mg-30-comprimidos,EUROFARMA,sistema-nervioso
4561,lafigin-lamotrigina-50-mg-30-comprimidos,RECALCINE,sistema-nervioso
4651,quetidin-quetiapina-25-mg-30-comprimidos-recubierto,RECALCINE,sistema-nervioso
269427,nepokare-donepecilo-clorhidrato-5-mg-30-comprimidos,DR REDDYS,sistema-nervioso
271610,quetium-quetiapina-25-mg-30-comprimidos,SAVAL,sistema-nervioso
272131,bio-mood-topiramato-100-mg-30-comprimidos-recubiertos,SAVAL,sistema-nervioso
24167,microser-betahistina-8-mg-60-comprimidos,GRUNENTHAL,sistema-nervioso
12161,clozanil-clonazepam-05-mg-30-comprimidos,SANITAS,sistema-nervioso
15494,tradox-lamotrigina-50-mg-30-comprimidos,ANDROMACO ETICO,sistema-nervioso
274684,quetiapina-25-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
199479,clonazepam-2-mg-bioequivalente-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
268410,carbamazepina-200-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
288939,pregabax-150-pregabalina-150-mg-28-capsulas,GADOR PHARMA,sistema-nervioso
274499,sertralina-100-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
287529,pregabax-75-pregabalina-75-mg-28-capsulas,GADOR PHARMA,sistema-nervioso
274265,esc-escitalopram-20-mg-30-comprimidos,EUROFARMA,sistema-nervioso
264086,qurax-quetiapina-25-mg-30-comprimidos,ROYAL PHARMA,sistema-nervioso
261106,gofyl-quetiapina-100-mg-30-comprimidos-recubiertos,AXON,sistema-nervioso
256520,neopresol-escitalopram-10-mg-30-comprimidos-recubierto,BAGO,sistema-nervioso
252391,azymol-aripiprazol-15-mg-30-comprimidos,RECALCINE,sistema-nervioso
273172,escitalopram-10-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
66169,bectam-paroxetina-20-mg-30-comprimidos,LABOMED,sistema-nervioso
4707,kopodex-levetiracetam-500-mg-60-comprimidos-recubierto,RECALCINE,sistema-nervioso
4719,kopodex-levetiracetam-1000-mg-30-comprimidos-recubierto,RECALCINE,sistema-nervioso
12002,clinium-fluoxetina-20-mg-30-capsulas,SANITAS,sistema-nervioso
179163,depurol-retard-venlafaxina-75-mg-30-capsulas-de-liberacion-prolongada,ROYAL PHARMA,sistema-nervioso
276338,plenitex-pregabalina-75-mg-30-capsulas,RAFFO,sistema-nervioso
179157,dagotil-risperidona-1-mg-30-comprimidos,ROYAL PHARMA,sistema-nervioso
4520,cimal-citalopram-20-mg-30-comprimidos,RECALCINE,sistema-nervioso
66013,sulpilan--sulpirida-50-mg-30-capsulas,LABOMED,sistema-nervioso
269428,nepokare-donepecilo10-mg-30-comprimidos-recubiertos,DR REDDYS,sistema-nervioso
271612,quetium-quetiapina-200-mg-30-comprimidos-recubiertos,SAVAL,sistema-nervioso
290329,venlavitae-venlafaxina-75-mg-30-capsulas,GALENICUM,sistema-nervioso
256611,pregalex-pregabalina-150-mg-30-comprimidos,ANDROMACO ETICO,sistema-nervioso
270926,pregastar-pregabalina-150-mg-28-capsulas,NOVARTIS ETICO,sistema-nervioso
40034,haloperidol-1-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
286935,duloxetina-60-mg-30-capsulas,GENERICOS BIOEQUIVALENTES,sistema-nervioso
287332,bromazepam-3-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
254870,ceumid-500-levetiracetam-500-mg-30-comprimidos,PHARMA INVESTI,sistema-nervioso
179158,risperidona-3-mg-30-comprimidos,ROYAL PHARMA,sistema-nervioso
258541,amulsin-olanzapina-5-mg-30-comprimidos,SANITAS,sistema-nervioso
254697,damixan-zolpidem-10-mg-30-comprimidos,MEDIPHARM,sistema-nervioso
255523,reposil-escitalopram-10-mg-30-comprimidos,MEDIPHARM,sistema-nervioso
256148,dopaben-donepecilo-clorhidrato-10-mg-30-comprimidos-recubiertos,CHILE RECETARIO,sistema-nervioso
4655,toprel-topiramato-50-mg-30-comprimidos-recubiertos,RECALCINE,sistema-nervioso
6148,adax-alprazolam-05-mg-30-comprimidos,SAVAL,sistema-nervioso
1381,posivyl-paroxetina-20-mg-30-comprimidos-recubiertos,CHILE RECETARIO,sistema-nervioso
179164,depurol-retard-venlafaxina-150-mg-30-capsulas,ROYAL PHARMA,sistema-nervioso
268087,pregalin-pregabalina-75-mg-30-comprimidos,LABOMED,sistema-nervioso
254688,radigen-risperidona-1-mgml-gotas-30-ml,MEDIPHARM,sistema-nervioso
4654,toprel-topiramato-25-mg-30-comprimidos-recubierto,RECALCINE,sistema-nervioso
272592,amato-topiramato-25-mg-60-comprimidos,EUROFARMA,sistema-nervioso
12039,zometic-zopiclona-75-mg-30-comprimidos-recubiertos,SANITAS,sistema-nervioso
256612,pregalex-pregabalina-75-mg-30-comprimidos,ANDROMACO ETICO,sistema-nervioso
276502,quetiapina-100-mg-30-comprimidos-recubiertos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
199480,clonazepam-05-mg-bioequivalente-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
40037,haloperidol-5-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
275993,eufrenim-quetiapina-25-mg-30-comprimidos-recubierto,NOVARTIS ETICO,sistema-nervioso
275395,betina-betahistina-24-mg-30-comprimidos,EUROFARMA,sistema-nervioso
272215,butrino-bupropion-150-mg-30-comprimidos,EUROFARMA,sistema-nervioso
274264,esc-escitalopram-10-mg-30-comprimidos-recubierto,EUROFARMA,sistema-nervioso
254023,ilimit-aripiprazol-15-mg-30-comprimidos,PHARMA INVESTI,sistema-nervioso
264353,subelan-xr-venlafaxina-150-mg-30-capsulas,EXELTIS,sistema-nervioso
265284,neurum-pregabalina-50-mg-30-capsulas,SAVAL,sistema-nervioso
256274,ilimit-aripiprazol-10-mg-30-comprimidos,PHARMA INVESTI,sistema-nervioso
256320,neurum-pregabalina-150-mg-30-comprimidos,SAVAL,sistema-nervioso
250819,pamax-paroxetina-20-mg-30-comprimidos-recubierto,SANITAS,sistema-nervioso
269429,etalokare-escitalopram-10-mg-30-comprimidos,DR REDDYS,sistema-nervioso
273943,cilosvitae-cilostazol-100-mg-28-comprimidos,GALENICUM,sistema-nervioso
266459,risperidona-2-mg-20-comprimidos,AXON,sistema-nervioso
253375,asicot-quetiapina-25-mg-30-comprimidos,CHILE RECETARIO,sistema-nervioso
255290,biopsol-pramipexol-1-mg-30-comprimidos,RECALCINE,sistema-nervioso
255361,topictal-topiramato-25-mg-28-comprimidos-recubiertos,TECNOFARMA,sistema-nervioso
193115,zonix-zopiclona-75-mg-30-comprimidos-recubiertos,MINTLAB,sistema-nervioso
4377,valpax-clonazepam-2-mg-30-comprimidos-ranurado,RECALCINE,sistema-nervioso
4641,ciblex-mirtazapina-15-mg-30-comprimidos-recubierto,RECALCINE,sistema-nervioso
271613,quetium-quetiapina-300-mg-30-comprimidos,SAVAL,sistema-nervioso
272130,bio-mood-topiramato-50-mg-30-comprimidos,SAVAL,sistema-nervioso
274244,levevitae-levetiracetam-1000-mg-30-comprimidos,GALENICUM,sistema-nervioso
276370,sedoran-sertralina-50-mg-30-comprimidos,RAFFO,sistema-nervioso
292643,rsp-risperidona-1-mg-1-comprimido,EUROFARMA,sistema-nervioso
290835,somnipax-zolpidem-10-mg-30-comprimidos,BAGO,sistema-nervioso
264366,microser-betahistina-24-mg-30-comprimidos,GRUNENTHAL,sistema-nervioso
15495,tradox-lamotrigina-100-mg-30-comprimidos,ANDROMACO ETICO,sistema-nervioso
2069,fenitoina-sodica-100-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,sistema-nervioso
260637,trigilab-lamotrigina-50-mg-30-comprimidos,INTERPHARMA,sistema-nervioso
264033,carboron-retard-carbonato-de-litio-400-mg-50-comprimidos,ROYAL PHARMA,sistema-nervioso
257788,valnoc-eszopiclona-2-mg-30-comprimidos,RECALCINE,sistema-nervioso
252436,trizol-lamotrigina-50-mg-30-comprimidos,ROYAL PHARMA,sistema-nervioso
262019,kalitium-carbonato-de-litio-300-mg-50-comprimidos,EUROFARMA,sistema-nervioso
254522,tegretal-cr-carbamazepina-400-mg-60-comprimidos,AXON,sistema-nervioso
12004,agua-melisa-carminat-melisa-1-mg-gotas-30-ml%C2%A0,SANITAS,sistema-nervioso
266136,mimetix-odt-memantina-10-mg-60-comprimidos-dispersable,RECALCINE,sistema-nervioso
257999,arilex-ft-aripiprazol-15-mg-30-comprimidos-bucodispersable,ANDROMACO ETICO,sistema-nervioso
257843,zyprexa-zydis-olanzapina-5-mg-14-comprimidos,ELI LILLY,sistema-nervioso
250394,lyrica-pregabalina-75-mg-28-capsulas,PFIZER ETICO,sistema-nervioso
253532,sereprid-tiaprida-100-mg-gotas-30-ml,LABOMED,sistema-nervioso
294527,bupredol-lp-anfebutamona-clorhidrato-150-mg-60-comprimidos,SANITAS,sistema-nervioso
252891,buxon-bupropion-anfebutamona-150-mg-60-comprimidos,SAVAL,sistema-nervioso
271900,luvox-fluvoxamina-maleato-100-mg-30-comprimidos-recubiertos,RECALCINE,sistema-nervioso
60182,lamictal-lamotrigina-200-mg-30-comprimidos-dispersables,GLAXO FARMA,sistema-nervioso
1475,trittico-ac-trazodona-150-mg-20-comprimidos,CHILE RECETARIO,sistema-nervioso
199271,imipramina-25-mg-40-comprimidos,GENERICOS VARIOS,sistema-nervioso
266797,mimetix-odt-memantina-20-mg-30-comprimidos-bucodispersable,RECALCINE,sistema-nervioso
262565,pluriamin-doxilamina-10-mg-30-comprimidos,RECALCINE,sistema-nervioso
255318,trileptal-oxcarbazepina-60-mg-ml-suspension-oral-100-ml,AXON,sistema-nervioso
30101,efexor-xr--venlafaxina-150-mg-30-capsulas,PFIZER ETICO,sistema-nervioso
55218,exelon-rivastigmina-3-mg-28-capsulas,AXON,sistema-nervioso
57058,dormonid-midazolam-15-mg-5-ampollas,DEUTSCHE PHARMA,sistema-nervioso
264640,vertium-difenidol-clorhidrato-25-mg-40-comprimidos,SAVAL,sistema-nervioso
